"division","gender","belt","weight","place","Name","winnerGym"
"Master 6","Female","BLACK","Light Feather",2,"Kristin M Sommer","Gracie Barra"
"Master 6","Female","BLACK","Light",1,"Cynthia A Fink","Princeton Brazilian Jiu-Jitsu"
"Master 6","Female","BLACK","Light",2,"Solange das Neves Russi de Lima","CheckMat"
"Master 6","Female","BLACK","Light",3,"Kimberly A Blake","RCJ Machado"
"Master 6","Female","BLACK","Heavy",1,"Jeane Anne SaariRuiz","GF Team"
"Master 7","Female","BLUE","Light Feather",1,"Janet Catherine Ballard","Nova União"
"Master 7","Female","BLUE","Heavy",1,"Béryl Lydia Tohotua Chave","Six Blades Jiu-Jitsu"
"Master 7","Female","BLUE","Heavy",2,"Sheri Robin","Gracie Barra"
"Master 7","Female","BLUE","Open Class",1,"Janet Catherine Ballard","Nova União"
"Master 7","Female","BLUE","Open Class",2,"Béryl Lydia Tohotua Chave","Six Blades Jiu-Jitsu"
"Master 7","Female","BLUE","Open Class",3,"Sheri Robin","Gracie Barra"
"Master 7","Female","PURPLE","Light",1,"Melody Fortunato","Tribal Gym"
"Master 7","Female","PURPLE","Light",2,"Susan Ellen Burger","Nova União"
"Master 7","Female","PURPLE","Middle",1,"Henrietta Comeau","TRUJITSU"
"Master 7","Female","PURPLE","Middle",2,"Cynthia M G Geery","Gracie Barra"
"Master 7","Female","PURPLE","Super Heavy",1,"Kathy Adair Butler","Brasa CTA"
"Master 7","Female","PURPLE","Open Class",1,"Henrietta Comeau","TRUJITSU"
"Master 7","Female","PURPLE","Open Class",2,"Susan Ellen Burger","Nova União"
"Master 7","Female","PURPLE","Open Class",3,"Kathy Adair Butler","Brasa CTA"
"Master 7","Female","BROWN","Feather",1,"Patricia Ann Smith","Caique Jiu-Jitsu"
"Master 7","Female","BROWN","Feather",2,"Lori Michelle Rush","AEG"
"Master 7","Female","BLACK","Heavy",1,"Betty W Broadhurst","Ares BJJ"
"Master 7","Female","BLACK","Open Class",1,"Betty W Broadhurst","Ares BJJ"
